"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status","predecessor_requirement_id","atomicity_review","modality_resolution"
"REQ-137.12","REQ-137","Part 8","TARGET AUDIENCE","L3629; L3643","Primary audiences: || Selected European Markets","bbb9c997e562c78c29ebe5d1d34541588b30868f968314a7d9134a2396ba2edc","The target-audience plan includes selected European markets.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The target-audience plan includes selected European markets”, cites L3629; L3643, and records reviewer approval for REQ-137.12; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-074.07","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-137.13","REQ-137","Part 8","TARGET AUDIENCE","L3657; L3659","Marketing campaigns should be adapted based on: || Country","fa780bc9896f7a9dd93a75b74d45f676988ffd21bc34465a26518ec8298b4348","Marketing campaign adaptation considers country.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","EFE-003","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Marketing campaign adaptation considers country”, cites L3657; L3659, and records reviewer approval for REQ-137.13; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-074.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-137.14","REQ-137","Part 8","TARGET AUDIENCE","L3657; L3661","Marketing campaigns should be adapted based on: || Culture","ee759d29377c4f08994eb5e16b8a757804e164f764db7436691b2ec1dd80595b","Marketing campaign adaptation considers culture.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","EFE-003","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Marketing campaign adaptation considers culture”, cites L3657; L3661, and records reviewer approval for REQ-137.14; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-074.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-137.15","REQ-137","Part 8","TARGET AUDIENCE","L3657; L3665","Marketing campaigns should be adapted based on: || Internet habits","92ca78cc82ffce37a9328d2afe55c27ecd6205d0472d265dfa67bf16ef23d3a8","Marketing campaign adaptation considers internet habits.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","EFE-003","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Marketing campaign adaptation considers internet habits”, cites L3657; L3665, and records reviewer approval for REQ-137.15; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-074.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-137.16","REQ-137","Part 8","TARGET AUDIENCE","L3657; L3663","Marketing campaigns should be adapted based on: || Language behavior","0bfbb439f827c47239ef2a67bfdd233548dd336323074cac115877b9e5c0112f","Marketing campaign adaptation considers language behavior.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","EFE-003","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Marketing campaign adaptation considers language behavior”, cites L3657; L3663, and records reviewer approval for REQ-137.16; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-074.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-137.17","REQ-137","Part 8","TARGET AUDIENCE","L3657; L3667","Marketing campaigns should be adapted based on: || Reward preferences","ca1a4092b1d8dd4a4e597f24f83d0a1e31621c64be5168eef932cee6789b5ff8","Marketing campaign adaptation considers reward preferences.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","EFE-003","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Marketing campaign adaptation considers reward preferences”, cites L3657; L3667, and records reviewer approval for REQ-137.17; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-074.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-138.01","REQ-138","Part 8","LAUNCH STRATEGY","L3671–L3673","LAUNCH STRATEGY / The AI should create a complete launch roadmap.","95e2b55c018ca052af31b0c6eaa46d96da7a1e82df34564b62d364c4ea2ebe11","A complete launch roadmap is created.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “A complete launch roadmap is created”, cites L3671–L3673, and records reviewer approval for REQ-138.01; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-138.02","REQ-138","Part 8","LAUNCH STRATEGY","L3675; L3705–L3707","Suggested phases: || PHASE 2 — CONTENT ENGINE / Content creation starts from Day One.","79d9ca715aee73077e8d55950d3d6fbde175e235e5d6cb7a8cf98a836cd8bf3f","Content creation starts on Day One.","SHOULD","Process","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-138.02 identifies the responsible reviewer, evidence reviewed, and outcome proving “Content creation starts on Day One”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.11","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.01","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3695","Suggested phases: || Create: || Analytics Setup","90a5fa5ec74c95e7a35c51cbf292a5b0550efa73d7c7ba49c5dde0ec1768fb0e","Analytics is set up before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Analytics is set up before public launch”, cites L3675; L3683; L3695, and records reviewer approval for REQ-139.01; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.07","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.02","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3699","Suggested phases: || Create: || Brand Assets","717337a35f21b419c4189c6fefccee15264d102c8f6b63229e09af1b34bee3e2","Brand assets exist before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Brand assets exist before public launch”, cites L3675; L3683; L3699, and records reviewer approval for REQ-139.02; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.09","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.03","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3701","Suggested phases: || Build credibility before acquiring users.","7f9c0cdb08babe7cdfee2753500d9f2e2fd7e52b6d1715b50cf5898842471298","Credibility is built before user acquisition.","SHOULD","Process","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-139.03 identifies the responsible reviewer, evidence reviewed, and outcome proving “Credibility is built before user acquisition”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.04","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3687","Suggested phases: || Create: || Social Media Accounts","be9e58302bafabf202035b868a45476c5cd6578509d1546c9a66cf17f0345dc8","Social media accounts exist before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Social media accounts exist before public launch”, cites L3675; L3683; L3687, and records reviewer approval for REQ-139.04; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.05","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3697","Suggested phases: || Create: || SEO Foundation","a6bf45cee0d8a5b4657442b8f651c7331516712d70d58d57f22ef575fe8f3c7e","The SEO foundation exists before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The SEO foundation exists before public launch”, cites L3675; L3683; L3697, and records reviewer approval for REQ-139.05; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.06","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3691","Suggested phases: || Create: || YouTube Channel","d8a5acdca78e8e1c320617a0e70cd8c5cfbf7bca7e4a99b7e42eef23ee9d7354","The YouTube channel exists before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel exists before public launch”, cites L3675; L3683; L3691, and records reviewer approval for REQ-139.06; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.07","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3689","Suggested phases: || Create: || Blog","c4480cdb6e47fdfdeb153a9eb598f3c4a5158d469f7ed9bb97f03f9eb638c84a","The blog exists before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The blog exists before public launch”, cites L3675; L3683; L3689, and records reviewer approval for REQ-139.07; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.08","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3693","Suggested phases: || Create: || Email System","b201579d7befc4e23b1a0aec695a2e316cd5105a85ad371fb6d6c7904e1044ea","The email system exists before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The email system exists before public launch”, cites L3675; L3683; L3693, and records reviewer approval for REQ-139.08; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.06","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-139.09","REQ-139","Part 8","PHASE 1 — FOUNDATION","L3675; L3683; L3685","Suggested phases: || Create: || Website","e561431fac76048208350be74c01146dad42ce7db15ba6c3c39d1582125110a8","The website exists before public launch.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The website exists before public launch”, cites L3675; L3683; L3685, and records reviewer approval for REQ-139.09; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-140.01","REQ-140","Part 8","PHASE 2 — CONTENT ENGINE","L3709; L3713","The platform should continuously publish: || YouTube Videos","cb065d452a79e30cf94cc2bbd78e7136ed10439c885c1bf9f2756d159e52c254","The content engine continuously publishes YouTube videos.","SHOULD","Process","V1","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-140.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “The content engine continuously publishes YouTube videos”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.13","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-140.02","REQ-140","Part 8","PHASE 2 — CONTENT ENGINE","L3709; L3711","The platform should continuously publish: || Blog Articles","76b8d86b6cbc705cb8c63f11353757f130c7e076c812d491b658eb1617a48b90","The content engine continuously publishes blog articles.","SHOULD","Process","V1","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-140.02 identifies the responsible reviewer, evidence reviewed, and outcome proving “The content engine continuously publishes blog articles”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.12","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-140.03","REQ-140","Part 8","PHASE 2 — CONTENT ENGINE","L3709; L3721","The platform should continuously publish: || Educational Content","594448ec828c9c34b2962ce42948b1b0699040d434b8a28e3aa940a683e0ff0c","The content engine continuously publishes educational content.","SHOULD","Process","V1","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-140.03 identifies the responsible reviewer, evidence reviewed, and outcome proving “The content engine continuously publishes educational content”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.17","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-140.04","REQ-140","Part 8","PHASE 2 — CONTENT ENGINE","L3709; L3719","The platform should continuously publish: || Guides","02a6bf7a2b0b9abe1f96aa2c5060f6b8e6a6fcccf99f51181a3b419c06aca807","The content engine continuously publishes guides.","SHOULD","Process","V1","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-140.04 identifies the responsible reviewer, evidence reviewed, and outcome proving “The content engine continuously publishes guides”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.16","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-140.05","REQ-140","Part 8","PHASE 2 — CONTENT ENGINE","L3709; L3715","The platform should continuously publish: || Short Videos","2fdbefcc2eb859da13b4cd252837cb715aeb3fe40df843ce05c623de3054a58c","The content engine continuously publishes short videos.","SHOULD","Process","V1","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-140.05 identifies the responsible reviewer, evidence reviewed, and outcome proving “The content engine continuously publishes short videos”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.14","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-140.06","REQ-140","Part 8","PHASE 2 — CONTENT ENGINE","L3709; L3717","The platform should continuously publish: || Social Posts","9d43dfb4d19950a7d623b11fdd8c9cc73e9c3bdf19a67d83fdd441f3b9d69b2a","The content engine continuously publishes social posts.","SHOULD","Process","V1","REC","Marketing/Shared","None directly identified","PASS when a dated audit record linked to REQ-140.06 identifies the responsible reviewer, evidence reviewed, and outcome proving “The content engine continuously publishes social posts”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.15","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-141.01","REQ-141","Part 8","CONTENT MARKETING STRATEGY","L3725–L3727","CONTENT MARKETING STRATEGY / The AI should create a complete content calendar.","feeb76d3df8707ce4270f8e45e695ee13e1fcfc28be30d1c02cc60c0862784b6","A complete content calendar is created.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “A complete content calendar is created”, cites L3725–L3727, and records reviewer approval for REQ-141.01; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.18","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-141.02","REQ-141","Part 8","CONTENT MARKETING STRATEGY","L3727; L3729; L3745","The AI should create a complete content calendar. || Content categories: || Rewards Education","25876fecfd6681c9597c420fc5d874d6167a9f50f4811928cc7f644e2f173f44","The content calendar includes a Rewards Education category.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The content calendar includes a Rewards Education category”, cites L3727; L3729; L3745, and records reviewer approval for REQ-141.02; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.19","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-141.03","REQ-141","Part 8","CONTENT MARKETING STRATEGY","L3727; L3729; L3731","The AI should create a complete content calendar. || Content categories: || Survey Education","e2757674d5a43fc5a4c8298aa9ee4bb65b64285482b6aac9764d28fd447b42dc","The content calendar includes a Survey Education category.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The content calendar includes a Survey Education category”, cites L3727; L3729; L3731, and records reviewer approval for REQ-141.03; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.19","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-141.04","REQ-141","Part 8","CONTENT MARKETING STRATEGY","L3727; L3729; L3759","The AI should create a complete content calendar. || Content categories: || Trust Content","c97104561291666599e65d871e362af050703be3b5980c6e56ea91815e7bc279","The content calendar includes a Trust Content category.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The content calendar includes a Trust Content category”, cites L3727; L3729; L3759, and records reviewer approval for REQ-141.04; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.19","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-141.05","REQ-141","Part 8","CONTENT MARKETING STRATEGY","L3727; L3729; L3773–L3775","The AI should create a complete content calendar. || Content categories: || Search-Based Content / Create content targeting questions users search for.","48656dd9584ee72d2c80f766373c231cdff1496e85dcdd8e575736cfa8c3752c","The content calendar includes search-based content targeting user questions.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The content calendar includes search-based content targeting user questions”, cites L3727; L3729; L3773–L3775, and records reviewer approval for REQ-141.05; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.19","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-142.01","REQ-142","Part 8","Search-Based Content","L3787","The AI should create SEO-friendly articles without misleading comparisons.","e961bf3b4de7cc7ceada80d0489c51d01450fc24bf4cebfe25c89140e753a964","SEO-friendly articles avoid misleading comparisons.","SHOULD","Quality","Pre-implementation deliverable","REC","Marketing/Shared","None directly identified","PASS when an approved control or measurable threshold for “SEO-friendly articles avoid misleading comparisons” is documented, a positive and negative-path test linked to REQ-142.01 passes, and evidence is retained; FAIL if the control, threshold, or evidence is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Approved control or threshold plus positive, negative-path, and retained review evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-075.20","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.01","REQ-143","Part 8","YOUTUBE STRATEGY","L3791–L3793; L3815; L3817","YOUTUBE STRATEGY / YouTube should be treated as a major growth channel. || Content types: || Educational Videos","b8d544a38ab5fc2a58c0d2002fbd21db9bacd67893937117a401598c3179da87","YouTube content planning includes educational videos.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “YouTube content planning includes educational videos”, cites L3791–L3793; L3815; L3817, and records reviewer approval for REQ-143.01; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.02","REQ-143","Part 8","YOUTUBE STRATEGY","L3791–L3793; L3815; L3827","YOUTUBE STRATEGY / YouTube should be treated as a major growth channel. || Content types: || Platform Updates","82b707e6df6597cdc08e46d9b8f7512c437a17604b4cca26db82dfe23acb555f","YouTube content planning includes platform updates.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “YouTube content planning includes platform updates”, cites L3791–L3793; L3815; L3827, and records reviewer approval for REQ-143.02; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.03","REQ-143","Part 8","YOUTUBE STRATEGY","L3791–L3793; L3815; L3837","YOUTUBE STRATEGY / YouTube should be treated as a major growth channel. || Content types: || Trust Building","d8be4cf633cd3c54551dc35e05247e30df01736251309cc14411755a9670d108","YouTube content planning includes trust-building content.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “YouTube content planning includes trust-building content”, cites L3791–L3793; L3815; L3837, and records reviewer approval for REQ-143.03; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
