"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status"
"REQ-080.02","REQ-080","Part 8","Community and Marketing Deliverables","L4161","The community should feel like users are part of the platform journey.","7a3e0f181ed58e4403907255f1fa30c1a93c38a401ba7749c99c59fe5191d3f9","Community experience makes users feel part of the platform journey.","SHOULD","Non-functional","Pre-implementation deliverable","REC","Marketing/Shared","None stated by the Constitution","A defined measurement or design review confirms this statement: “Community experience makes users feel part of the platform journey.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-080.03","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4169","Before launch, generate: || 1\. Complete Marketing Strategy","5f9ded511bf5d19de83db74c549f762d04f73b34619da89be32c390f83db83ce","Generate a Complete Marketing Strategy.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate a Complete Marketing Strategy.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.04","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4171","Before launch, generate: || 2\. Brand Guidelines","970c5fbf78dc58bb29a856450c3490350944437a62536801de728e35c3cc9191","Generate Brand Guidelines.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate Brand Guidelines.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.05","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4173","Before launch, generate: || 3\. SEO Strategy","7a269cd7dcc6d8281779b334399599292305f001433caaaf0d90349e18cf3477","Generate an SEO Strategy.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate an SEO Strategy.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.06","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4175","Before launch, generate: || 4\. Content Calendar","416b6f3669b395962e6de5fa7a166ab15b4be83ba16363a6464458301d72636a","Generate a Content Calendar.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate a Content Calendar.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.07","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4177","Before launch, generate: || 5\. YouTube Growth Plan","589d5e7e7edcda904635e9952e9da601eed22aeecb6e6e0a63c6dc36ce7a31ff","Generate a YouTube Growth Plan.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate a YouTube Growth Plan.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.08","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4179","Before launch, generate: || 6\. Social Media Operating Plan","e10f4eb39fb7a95375ecbb08f6dd15bece1ab7e40fc3113f2a37aab52e9257d2","Generate a Social Media Operating Plan.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate a Social Media Operating Plan.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.09","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4181","Before launch, generate: || 7\. Email Marketing Strategy","1f9081bb56a2cbcb0c9d6e86c5695ce5dac047d13fc22071ccd446b85aaec522","Generate an Email Marketing Strategy.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate an Email Marketing Strategy.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.10","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4183","Before launch, generate: || 8\. Analytics Dashboard Requirements","c38b0546aaa3392e23211e9f6550d8f3254e071bc3a5c7f26a17cddeab73a638","Generate Analytics Dashboard Requirements.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate Analytics Dashboard Requirements.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.11","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4185","Before launch, generate: || 9\. Launch Campaign Plan","95f54a03212985b49dc0c9829189e95aa9155d23b3e8fe8d045011f0221d2710","Generate a Launch Campaign Plan.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate a Launch Campaign Plan.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-080.12","REQ-080","Part 8","Community and Marketing Deliverables","L4167; L4187","Before launch, generate: || 10\. User Acquisition Roadmap","7ee6c141c314a7cf65840ed8d36ac376780a4d47ed4d17449dd049bd807508df","Generate a User Acquisition Roadmap.","MUST","Documentation","Pre-implementation deliverable","CD","Marketing/Shared","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Generate a User Acquisition Roadmap.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.01","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4199–L4201","INFRASTRUCTURE PHILOSOPHY / EarnPearls must be designed with a startup-friendly but enterprise-ready infrastructure approach.","9fa3611b9855c021f8399e2bfd9fbaa0ed72fed5e646585ec4996cd689c271a0","Infrastructure is startup-friendly and enterprise-ready.","MUST","Non-functional","V1","CD","DevOps/Architecture","None stated by the Constitution","A defined measurement or design review confirms this statement: “Infrastructure is startup-friendly and enterprise-ready.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-081.02","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4203","The platform should begin with cost-efficient infrastructure while maintaining a clear migration path toward larger enterprise infrastructure as user growth increases.","1881301fc52721fb4d26c00e991f3aa4dce736513ece5eb817679237c4c15f51","Initial infrastructure is cost-efficient and has a clear migration path as usage grows.","SHOULD","Non-functional","V1","REC","DevOps/Architecture","None stated by the Constitution","A defined measurement or design review confirms this statement: “Initial infrastructure is cost-efficient and has a clear migration path as usage grows.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-081.03","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4205","The architecture must avoid vendor lock-in wherever practical.","aabc033dd957be62353ff7c63ec0f907c73711ac5e62272ed8fbfa7d25afb4e3","Vendor lock-in is avoided wherever practical.","MUST","Non-functional","V1","CD","DevOps/Architecture","None stated by the Constitution","A defined measurement or design review confirms this statement: “Vendor lock-in is avoided wherever practical.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-081.04","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4207–L4221","The main priorities are: / 1\. Reliability / 2\. Security / 3\. Performance / 4\. Low operational cost / 5\. Scalability / 6\. Easy maintenance / 7\. Future migration capability","47167799cc14122bc05f7498b130fafaa3d2a73426863846abf8cbd63dfedcf6","Infrastructure decisions prioritize reliability, security, performance, low cost, scalability, maintenance, and migration capability.","SHOULD","Documentation","Pre-implementation deliverable","REC","DevOps/Architecture","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Infrastructure decisions prioritize reliability, security, performance, low cost, scalability, maintenance, and migration capability.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.05","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4225–L4229","INFRASTRUCTURE STRATEGY / The AI must evaluate available infrastructure options objectively. / Do not select technology based only on popularity.","8f0f63e92ff38295bb0c07815ab4f5e12b9cb3c7e275e7515febd98ca06e5c1d","Infrastructure options are evaluated objectively rather than selected by popularity.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Infrastructure options are evaluated objectively rather than selected by popularity.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.06","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4231–L4249","Evaluate based on: / Free-tier availability / Resource limits / Scalability / Reliability / Security / Developer experience / Documentation quality / Long-term cost / Migration difficulty","efb0743672d63973f20bcec967acb5cd36b7bda068bab06992820847e5bfccd0","Infrastructure evaluation covers free tiers, resource limits, scalability, reliability, security, developer experience, documentation, long-term cost, and migration difficulty.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","ODR-008; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Infrastructure evaluation covers free tiers, resource limits, scalability, reliability, security, developer experience, documentation, long-term cost, and migration difficulty.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.07","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4253–L4255","FREE-FIRST APPROACH / During the initial startup phase, prioritize free or extremely low-cost solutions where practical.","98d1f8508c9ad163d211993e3eec8c20902b5688f9a1b7d9c44967d3266a3c1b","Free or extremely low-cost solutions are prioritized during the startup phase where practical.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Free or extremely low-cost solutions are prioritized during the startup phase where practical.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.08","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4257–L4277","The AI should analyze options such as: / AWS Free Tier / AWS Lambda / Cloudflare Workers / Cloudflare Pages / Google Cloud Free Tier / Google Apps Script (where appropriate) / Supabase / Neon PostgreSQL / Managed MySQL/MariaDB solutions / Other suitable startup platforms","ffde8dc13f827ec678f42d742864ad4ac84499e9c0f3f5b0d10b79fe888a5e2d","The infrastructure evaluation considers the named cloud, serverless, database, Apps Script, and other suitable startup options without preselecting them.","MAY","Documentation","Pre-implementation deliverable","REC","DevOps/Architecture","ODR-008; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The infrastructure evaluation considers the named cloud, serverless, database, Apps Script, and other suitable startup options without preselecting them.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.09","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4279","The AI must recommend the best combination with reasoning.","ad8708d72308304a02120b3aeb120fd6ff1615e1aca8ffbfec9ea53f7b58cea5","The recommended infrastructure combination includes reasoning.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","ODR-008; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The recommended infrastructure combination includes reasoning.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-081.10","REQ-081","Part 9","Infrastructure Philosophy and Selection","L4281","Do not choose free services if they create future technical debt.","d0eccbacbb68322ecd8d14bdc07af69ff7d60ce7052e1a5ea3affb0c7d62c1dd","A free service is not selected when it creates future technical debt.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “A free service is not selected when it creates future technical debt.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-082.01","REQ-082","Part 9","Cloud and Backend Infrastructure","L4285–L4303","CLOUD ARCHITECTURE REQUIREMENTS / The system should be designed with separation between: / Frontend / Backend Services / Database / Storage / Email Delivery / Background Jobs / Monitoring / Third-party Integrations","66ba2e0aea2fd0f2d91e716939e99fbcb528214eea9c76174bf50bf463608ec6","Cloud architecture separates frontend, backend services, database, storage, email, background jobs, monitoring, and third-party integrations.","SHOULD","Non-functional","Pre-implementation deliverable","REC","DevOps/Architecture","None stated by the Constitution","A defined measurement or design review confirms this statement: “Cloud architecture separates frontend, backend services, database, storage, email, background jobs, monitoring, and third-party integrations.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-082.02","REQ-082","Part 9","Cloud and Backend Infrastructure","L4305","This allows individual components to scale independently.","14b9df11e9b6d6be4b6e752ceb79d75aae3ddb98484bb509d3452899f0eb944f","Separated cloud components can scale independently.","SHOULD","Non-functional","Pre-implementation deliverable","REC","DevOps/Architecture","None stated by the Constitution","A defined measurement or design review confirms this statement: “Separated cloud components can scale independently.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-082.03","REQ-082","Part 9","Cloud and Backend Infrastructure","L4309–L4321","BACKEND INFRASTRUCTURE / The AI must evaluate backend options based on: / Performance / Security / Cost / Developer availability / Maintenance requirements","f34980e5e762661077f4bd0d4e24e4eff77bd1aaffa61ead41dd83594525d2e5","Backend options are evaluated for performance, security, cost, developer availability, and maintenance.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","ODR-002; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Backend options are evaluated for performance, security, cost, developer availability, and maintenance.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-082.04","REQ-082","Part 9","Cloud and Backend Infrastructure","L4323–L4331","Possible options may include: / PHP/Laravel / Node.js / Serverless Functions / Other modern backend approaches","37efb75154b7818de04aa40e3bdf4fdfbb792dde31e3abab4baf883c20895117","The backend evaluation considers Laravel, Node.js, serverless functions, and other modern approaches without preselecting one.","MAY","Documentation","Pre-implementation deliverable","REC","DevOps/Architecture","ODR-002; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The backend evaluation considers Laravel, Node.js, serverless functions, and other modern approaches without preselecting one.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-082.05","REQ-082","Part 9","Cloud and Backend Infrastructure","L4333–L4335","The final recommendation must include: / Why selected","8305edbdf3bf52cb3877dcd0f597b8294c398dbda311351b5490453dc8d2f187","The final backend recommendation explains why the selected option was chosen.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","ODR-002","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The final backend recommendation explains why the selected option was chosen.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-082.06","REQ-082","Part 9","Cloud and Backend Infrastructure","L4333; L4337","The final recommendation must include: || Why alternatives rejected","0d2c3ee5017a7d35cc30aac1f2f31eae6020c209f040b0b248b1454323d50e24","The final backend recommendation explains why alternatives were rejected.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","ODR-002","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The final backend recommendation explains why alternatives were rejected.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-082.07","REQ-082","Part 9","Cloud and Backend Infrastructure","L4333; L4339","The final recommendation must include: || Scaling path","15bec805a94bae919db05d9d79c7be812d150557d4b37344015c3e5396e945ac","The final backend recommendation defines a scaling path.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Architecture","ODR-002","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The final backend recommendation defines a scaling path.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.01","REQ-083","Part 9","Database and Storage Infrastructure","L4343–L4355","DATABASE INFRASTRUCTURE / The AI should evaluate: / PostgreSQL / MySQL / MariaDB / Serverless databases / Managed database services","00ba70971b550a6327c81fd1c4864139f95c990ea776262916bd38b92195ba1e","Database infrastructure evaluates PostgreSQL, MySQL, MariaDB, serverless databases, and managed database services.","SHOULD","Documentation","Pre-implementation deliverable","REC","DevOps/Database","ODR-009; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Database infrastructure evaluates PostgreSQL, MySQL, MariaDB, serverless databases, and managed database services.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.02","REQ-083","Part 9","Database and Storage Infrastructure","L4357–L4369","Consider: / Free tier limits / Backups / Performance / Scaling options / Security / Migration possibilities","c5491022bd31d19d1f1f8dac1bbcea8e74a85eea13e3224c71a7e479731c4381","Database infrastructure evaluation covers free-tier limits, backups, performance, scaling, security, and migration possibilities.","SHOULD","Documentation","Pre-implementation deliverable","REC","DevOps/Database","ODR-009; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Database infrastructure evaluation covers free-tier limits, backups, performance, scaling, security, and migration possibilities.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.03","REQ-083","Part 9","Database and Storage Infrastructure","L4371","The database must not become the first bottleneck.","7d49966ec4ebb48331e4bcc97eae73018ffd7db2131736b5284f25962dd80cdb","The selected database does not become the first platform bottleneck.","MUST","Non-functional","V1","CD","DevOps/Database","None stated by the Constitution","A defined measurement or design review confirms this statement: “The selected database does not become the first platform bottleneck.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-083.04","REQ-083","Part 9","Database and Storage Infrastructure","L4375–L4379","STORAGE ARCHITECTURE / Define storage strategy for: / User uploads","6711fad4a082b31578605b539284713dedc4a4690111b5c7c682392c5fbc7147","The storage strategy covers user uploads.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Database","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The storage strategy covers user uploads.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.05","REQ-083","Part 9","Database and Storage Infrastructure","L4377; L4381","Define storage strategy for: || Blog images","0fa5e8e43077ec5e91243a2fdebb679a50c27f84061ee250d5d17387a00ed16d","The storage strategy covers blog images.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Database","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The storage strategy covers blog images.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.06","REQ-083","Part 9","Database and Storage Infrastructure","L4377; L4383","Define storage strategy for: || Documents","36e80f5e12bb1278566c93f600a48fc3a537796d6fbae1dc99b3df2ed8982c96","The storage strategy covers documents.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Database","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The storage strategy covers documents.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.07","REQ-083","Part 9","Database and Storage Infrastructure","L4377; L4385","Define storage strategy for: || System files","5f071027a1d1c54d4bcec482a4872214a86d7f362ee4f6a5b9c05069525a8873","The storage strategy covers system files.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Database","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The storage strategy covers system files.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.08","REQ-083","Part 9","Database and Storage Infrastructure","L4377; L4387","Define storage strategy for: || Backups","46d51c3ceecfaea96f4cc98b06a02fd05a50ad3e9f72115507bdb5c12fcec83f","The storage strategy covers backups.","MUST","Documentation","Pre-implementation deliverable","CD","DevOps/Database","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The storage strategy covers backups.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-083.09","REQ-083","Part 9","Database and Storage Infrastructure","L4389–L4395","The AI should consider: / Object storage / CDN integration / Cost optimization","720743013ce63309a46869d64dfd08d224b33f5973a9472d66237924caa8de04","The storage strategy evaluates object storage, CDN integration, and cost optimization.","SHOULD","Documentation","Pre-implementation deliverable","REC","DevOps/Database","ODR-010; EFE-004","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The storage strategy evaluates object storage, CDN integration, and cost optimization.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-084.01","REQ-084","Part 9","Email and OTP Infrastructure","L4399–L4401","EMAIL INFRASTRUCTURE / The system requires reliable email delivery.","7814bee1df26d7fef7d7e66dd11847f506cd606b8b7ee77e631eeb199e370ba7","The system uses reliable email delivery.","MUST","Non-functional","V1","CD","Backend/Infrastructure","None stated by the Constitution","A defined measurement or design review confirms this statement: “The system uses reliable email delivery.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Defined metric/standard plus measured result or documented review.","Pending independent review","Not started"
"REQ-084.02","REQ-084","Part 9","Email and OTP Infrastructure","L4403–L4413","Evaluate providers based on: / Free limits / Deliverability / API quality / Reliability / Scalability","ca1906ee4f6aee5d3fa1de219eeefebf5459155b2582f639dd9ad82569a793fd","Email providers are evaluated for free limits, deliverability, API quality, reliability, and scalability.","MUST","Documentation","Pre-implementation deliverable","CD","Backend/Infrastructure","EFE-005","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Email providers are evaluated for free limits, deliverability, API quality, reliability, and scalability.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-084.03","REQ-084","Part 9","Email and OTP Infrastructure","L4415–L4417","Use email infrastructure for: / Account verification","8b09cbb373ef8de4210d1bfc958bb9388eb6ef1cab11cddf7fc48f34e15ff559","Email infrastructure supports account verification.","MUST","Functional","V1","CBR","Backend/Infrastructure","None stated by the Constitution","An acceptance test confirms this statement: “Email infrastructure supports account verification.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing functional test and relevant audit/event record where applicable.","Pending independent review","Not started"
"REQ-084.04","REQ-084","Part 9","Email and OTP Infrastructure","L4415; L4419","Use email infrastructure for: || Password reset","2e4149e590a165b2197cf60c80d8f2b9643e9357557a8c9d66cd1b2c0ae2c7fd","Email infrastructure supports password reset.","MUST","Functional","V1","CBR","Backend/Infrastructure","None stated by the Constitution","An acceptance test confirms this statement: “Email infrastructure supports password reset.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing functional test and relevant audit/event record where applicable.","Pending independent review","Not started"
"REQ-084.05","REQ-084","Part 9","Email and OTP Infrastructure","L4415; L4421","Use email infrastructure for: || Security notifications","9ceb133412b5d639a2e1d741a2f2f0c6730cf1aa383e4460b3207ec7c3ef39f2","Email infrastructure supports security notifications.","MUST","Functional","V1","CBR","Backend/Infrastructure","None stated by the Constitution","An acceptance test confirms this statement: “Email infrastructure supports security notifications.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing functional test and relevant audit/event record where applicable.","Pending independent review","Not started"
"REQ-084.06","REQ-084","Part 9","Email and OTP Infrastructure","L4415; L4423","Use email infrastructure for: || Withdrawal notifications","42bcca26d1545345dcd9357d9820b3bb448e4746c39576cf3636c1b790e2bfac","Email infrastructure supports withdrawal notifications.","MUST","Functional","V1","CBR","Backend/Infrastructure","None stated by the Constitution","An acceptance test confirms this statement: “Email infrastructure supports withdrawal notifications.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing functional test and relevant audit/event record where applicable.","Pending independent review","Not started"
"REQ-084.07","REQ-084","Part 9","Email and OTP Infrastructure","L4415; L4425","Use email infrastructure for: || Support updates","74b5c030345de0a399c304a263a9c9526844b53a26be33a744fa35b6d0140ccf","Email infrastructure supports support updates.","MUST","Functional","V1","CBR","Backend/Infrastructure","None stated by the Constitution","An acceptance test confirms this statement: “Email infrastructure supports support updates.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing functional test and relevant audit/event record where applicable.","Pending independent review","Not started"
"REQ-084.08","REQ-084","Part 9","Email and OTP Infrastructure","L4415; L4427","Use email infrastructure for: || Marketing communication (future)","14cb0f199ba7c259daa1fafaf6c765b51f57b9563ae2427428587f2866793bc2","Email infrastructure can support future marketing communications.","MUST","Functional","Future","FRR","Backend/Infrastructure","None stated by the Constitution","An acceptance test confirms this statement: “Email infrastructure can support future marketing communications.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing functional test and relevant audit/event record where applicable.","Pending independent review","Not started"
"REQ-084.09","REQ-084","Part 9","Email and OTP Infrastructure","L4431–L4435","OTP INFRASTRUCTURE / OTP requirements: / Secure generation","118775049d2f50201a99358ce2a1230e8e00f5cd620332238cd7eec21e4f1d53","OTP generation is secure.","MUST","Security","V1","CD","Backend/Infrastructure","None stated by the Constitution","Security review and negative-path tests confirm this statement: “OTP generation is secure.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-084.10","REQ-084","Part 9","Email and OTP Infrastructure","L4433; L4437","OTP requirements: || Expiration","9c8031e7c5c75699a7e20664e8274c29f2dbd2ac554ab2d6c9622e68350a41ce","OTP codes expire.","MUST","Security","V1","CD","Backend/Infrastructure","None stated by the Constitution","Security review and negative-path tests confirm this statement: “OTP codes expire.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-084.11","REQ-084","Part 9","Email and OTP Infrastructure","L4433; L4439","OTP requirements: || Rate limiting","5061f111045eef4b31e6408083325daf69e5e4255f0a65a8d62bad352b4c44ec","OTP use is rate limited.","MUST","Security","V1","CD","Backend/Infrastructure","None stated by the Constitution","Security review and negative-path tests confirm this statement: “OTP use is rate limited.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
